nrm1_l4_code,nrm1_l3_code,nrm1_l2_code,nrm1_description,nrm1_unit,nrm2_primary_ws,nrm2_primary_ws_name,nrm2_primary_items,nrm2_secondary_ws,confidence,matched_keywords,notes
11.2.2.5,11.2.2,11.2,Other pre-construction support services.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.1,11.2.3,11.2,"Offices, including rental of temporary office space.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.2,11.2.3,11.2,"Service provider's charges for water, electricity and gas.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.3,11.2.3,11.2,Rates.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.4,11.2.3,11.2,"Furniture and equipment, including workstations.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.5,11.2.3,11.2,"Office equipment, including photocopiers.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.6,11.2.3,11.2,"Telecommunications, including internet and intranet access.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.7,11.2.3,11.2,"IT systems, including hardware, printers, plotters and the like.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.8,11.2.3,11.2,Office consumables.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.9,11.2.3,11.2,Cleaning.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.10,11.2.3,11.2,"Other costs associated with the provision of pre-construction accommodation, services and facilities.",weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.3.11,11.2.3,11.2,Reinstating accommodation to original condition on completion of pre-construction services.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.2.4.1,11.2.4,11.2,Main contractor's overheads and profit associated with pre-construction services.,%,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.1,11.3.1,11.3,Architect.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.2,11.3.1,11.3,Building services engineer(s).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.3,11.3.1,11.3,Structural engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.4,11.3.1,11.3,Interior designer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.5,11.3.1,11.3,Landscape architect.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.6,11.3.1,11.3,Infrastructure engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.7,11.3.1,11.3,Drainage engineer.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.8,11.3.1,11.3,Site investigation services (by specialist subcontractor or consultant).,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
11.3.1.9,11.3.1,11.3,Other design consultants or specialist services.,% or item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.1.1,12.1.1,12.1,Costs in connection with land acquisition.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.2.1,12.1.2,12.1,Costs in connection with funding of building project.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.1,12.1.3,12.1,Planning fees.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.2,12.1.3,12.1,"Building control fees, where not paid by the main contractor.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.3,12.1.3,12.1,"Oversailing fees, where not paid by the main contractor.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.4,12.1.3,12.1,Fees in connection with party wall awards.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.5,12.1.3,12.1,Fees in connection with rights of light agreements.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.6,12.1.3,12.1,"Building scheme registration fees (e.g. NHBC Buildmark) or similar fees, where not paid by the main contractor.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.7,12.1.3,12.1,Fees in connection with other agreements between the employer and neighbours to facilitate the building project.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.3.8,12.1.3,12.1,"Other fees in connection with licences, permits and agreements, where not paid by the main contractor.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.4.1,12.1.4,12.1,Adoption charges in connection with highways.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.4.2,12.1.4,12.1,Maintenance costs in connection with highways.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.4.3,12.1.4,12.1,"Adoption charges in connection with services (e.g. sewers, water, electricity and gas).",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.4.4,12.1.4,12.1,Maintenance costs in connection with services.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.5.1,12.1.5,12.1,Direct financial contributions in connection with planning consent (e.g. Section 106 and Section 278 contributions in the UK).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.5.2,12.1.5,12.1,Environmental improvement works.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.6.1,12.1.6,12.1,Insurance for the works - existing buildings.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.6.2,12.1.6,12.1,"Insurance for the works - new buildings, where insurance taken out by the employer.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.6.3,12.1.6,12.1,Other insurances in connection with the works.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.6.4,12.1.6,12.1,Insurance premium tax (IPT).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.7.1,12.1.7,12.1,Fees and charges in connection with fieldwork carried out by an archaeologist.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.8.1,12.1.8,12.1,Fees and charges in connection with fieldwork carried out by a specialist.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.9.1,12.1.9,12.1,Temporary relocation costs.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.9.2,12.1.9,12.1,Fit-out of temporary accommodation.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.9.3,12.1.9,12.1,Rents and other running costs.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.10.1,12.1.10,12.1,"Fittings, furnishings and equipment which do not form part of a building contract.",item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.11.1,12.1.11,12.1,Tenant's costs.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.11.2,12.1.11,12.1,Tenant's contributions.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.12.1,12.1.12,12.1,Launch event.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.12.2,12.1.12,12.1,Site based advertising (e.g. sales hoardings).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.12.3,12.1.12,12.1,Show unit/marketing suites (i.e. separate or within building to be built).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.12.4,12.1.12,12.1,Operating costs associated with show unit/marketing suites.,weeks,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.12.5,12.1.12,12.1,Marketing literature.,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
12.1.13.1,12.1.13,12.1,Other employer costs in connection with the building project (to be stated).,item,N/A,Not applicable - fee/overhead item,,,N/A,,NRM1 overhead/fee/risk category - no NRM2 equivalent
